1001 10000
90 324 58
697 760 88
840 282 26
116 744 64
555 711 52
748 159 67
97 655 58
539 2 4
750 469 54
681 626 34
756 966 10
197 346 43
859 716 79
847 672 57
877 161 33
842 845 91
461 615 94
879 205 37
15 248 34
810 514 26
379 328 89
661 32 2
745 198 69
249 129 61
682 401 68
506 999 43
872 126 52
469 887 76
63 288 59
650 927 15
684 502 85
623 51 90
500 561 78
121 662 3
130 172 100
903 315 3
169 64 49
174 475 8
977 679 55
312 105 91
212 749 50
963 357 35
510 270 47
515 313 31
273 572 73
777 557 81
965 682 61
106 634 57
323 950 18
548 296 69
716 349 24
802 469 4
195 648 79
159 427 90
826 668 91
108 811 35
44 779 14
996 975 42
485 742 22
371 600 89
285 858 81
487 762 91
751 126 16
520 762 59
12 967 72
651 509 59
505 125 21
357 80 46
913 66 68
622 752 96
70 860 59
816 489 9
153 287 81
700 233 20
883 753 20
1000 875 42
718 244 87
874 887 58
840 465 79
796 345 66
902 316 44
10 328 11
270 457 9
746 677 79
595 40 97
266 638 98
590 559 43
388 409 40
675 539 3
101 269 67
219 375 73
605 267 86
660 479 16
650 663 71
62 692 83
26 493 42
114 485 96
19 847 12
688 258 42
144 722 10
136 484 43
421 580 83
668 807 30
829 622 18
379 291 15
775 207 58
660 24 49
988 929 14
929 557 71
547 73 96
778 515 58
548 844 90
768 196 37
696 877 22
271 359 20
681 941 18
245 401 70
77 128 32
193 20 39
688 128 57
739 576 42
116 245 93
968 513 64
14 243 39
962 72 64
69 388 58
903 863 86
721 878 31
900 966 15
580 147 51
928 644 90
19 685 13
586 633 32
178 773 5
795 617 51
267 347 38
656 422 60
153 775 74
199 554 69
591 235 57
99 324 75
711 529 43
199 8 79
820 984 93
671 560 99
111 99 95
550 922 25
508 375 52
43 640 36
923 330 13
991 417 80
308 112 81
331 506 21
568 135 89
513 420 79
568 223 48
888 705 71
732 317 90
8 814 9
439 41 38
25 38 45
44 342 91
894 488 59
410 492 56
312 720 11
808 908 71
785 362 33
657 80 33
747 793 64
626 460 26
420 835 27
960 980 57
889 636 14
551 710 64
838 722 87
140 6 93
196 163 33
208 982 53
689 644 78
325 77 62
275 936 23
276 23 10
198 862 63
537 609 29
180 6 62
227 297 61
725 784 16
991 368 22
793 720 23
926 633 74
976 140 54
734 398 48
618 580 64
202 608 82
81 280 53
723 484 98
211 745 82
930 891 16
81 169 53
999 825 15
264 969 51
542 366 61
522 87 9
940 751 80
270 666 61
755 77 61
606 867 44
373 484 51
157 532 40
617 184 13
955 649 51
983 779 83
917 685 32
877 30 73
437 949 21
675 123 37
721 70 89
608 206 75
70 337 10
833 706 46
869 786 44
618 897 23
167 312 28
798 122 75
326 103 23
155 597 35
510 997 11
383 627 8
332 510 89
736 300 68
163 175 48
775 70 22
470 207 11
881 895 52
241 534 4
403 118 68
400 17 74
744 817 15
655 179 77
415 154 20
671 154 79
970 709 10
233 601 96
294 710 70
734 299 82
351 712 32
436 22 73
435 606 6
558 648 75
178 946 81
706 911 4
293 883 39
591 369 47
696 631 54
410 186 99
431 502 57
476 518 96
93 252 23
656 934 3
294 926 35
337 729 78
259 413 67
172 496 73
587 3 87
373 187 42
621 904 79
243 175 64
728 463 58
463 156 89
86 909 42
285 779 22
746 491 7
738 243 80
740 801 75
420 897 18
509 119 53
4 944 30
242 228 43
603 42 61
306 441 41
607 996 73
978 987 79
706 638 34
697 899 68
667 54 54
445 528 34
654 6 59
259 702 5
862 905 34
70 778 31
570 716 14
672 936 68
961 883 70
13 268 46
206 764 52
212 52 64
941 300 90
951 596 100
654 304 10
600 840 5
737 137 89
548 136 75
414 569 47
257 230 69
979 400 4
900 875 49
118 935 86
173 556 73
534 878 65
810 923 10
854 878 12
245 470 9
811 860 80
593 820 20
794 353 80
126 705 90
921 914 75
200 706 50
343 732 5
968 17 39
286 809 83
170 590 23
404 859 83
496 11 34
261 986 38
464 988 44
709 13 56
479 932 53
961 526 10
406 133 31
220 305 52
937 683 15
30 915 25
352 498 39
27 961 72
258 56 68
874 907 26
270 87 98
846 527 99
536 198 56
26 580 30
399 850 48
411 248 96
880 441 27
791 36 34
337 945 67
764 321 61
355 614 7
435 714 73
225 557 14
135 591 52
518 275 17
538 939 65
970 787 13
150 81 4
642 316 83
192 820 84
455 203 85
411 953 23
77 320 27
770 234 71
968 232 83
83 356 38
24 237 20
877 789 9
868 70 65
463 689 38
308 946 48
474 269 27
463 836 85
729 219 24
150 137 96
481 182 17
144 111 43
991 850 88
728 644 15
864 795 12
543 961 3
227 978 98
229 217 83
350 252 47
470 453 46
169 507 89
258 803 44
670 799 45
530 28 61
850 892 61
437 957 64
146 633 43
614 276 77
104 990 22
996 682 73
862 336 57
738 512 33
347 542 95
355 59 29
918 55 38
956 654 60
882 947 97
619 141 49
712 884 53
429 455 58
633 664 56
988 324 61
413 27 2
705 129 15
469 683 2
299 425 95
540 935 20
111 32 24
988 797 17
343 598 75
688 960 48
608 105 25
74 470 84
1 273 2
380 167 10
823 424 12
670 98 12
345 486 25
993 310 33
775 512 39
218 927 100
283 290 79
979 820 100
993 154 52
505 75 57
339 126 15
559 952 6
601 346 10
566 452 77
125 557 63
962 808 2
70 501 57
572 352 31
498 134 46
880 673 53
334 681 33
444 57 19
494 673 7
662 677 87
766 455 24
424 990 3
417 404 73
331 366 96
219 277 72
362 701 64
458 364 85
621 565 31
371 45 4
828 955 80
223 488 38
876 495 52
181 506 25
420 114 91
165 568 84
844 541 94
697 920 90
974 728 44
403 548 100
152 398 30
259 562 57
982 775 4
607 606 82
947 635 90
633 226 23
478 650 49
523 548 23
471 678 33
567 68 47
343 721 60
587 904 40
101 913 66
526 592 54
749 96 42
50 904 23
271 468 26
702 655 83
942 846 36
321 397 12
251 172 92
231 254 16
279 862 76
382 543 78
100 79 90
936 639 43
230 111 44
596 682 43
623 341 69
24 710 95
881 698 21
566 961 34
952 75 10
122 370 35
768 870 42
539 239 69
3 819 55
904 296 64
465 542 61
442 680 42
74 697 4
764 373 3
48 426 4
651 656 6
982 783 55
186 652 62
381 838 62
796 3 26
699 439 67
299 530 42
817 892 15
577 461 95
359 38 5
76 758 20
646 262 82
332 264 76
320 885 90
44 330 63
212 459 58
412 877 43
919 195 40
911 615 63
528 599 77
107 147 10
319 852 81
174 81 5
4 235 49
791 574 84
994 513 20
160 29 12
181 692 60
852 623 8
469 647 17
440 391 18
665 264 43
715 304 41
607 116 44
473 357 7
140 223 60
193 658 66
664 519 20
322 283 77
286 778 11
468 2 71
818 176 42
327 75 95
433 686 17
396 45 20
121 584 91
293 658 21
958 647 73
230 257 53
371 675 43
876 60 16
331 728 2
590 26 42
263 488 37
657 991 23
245 559 98
710 52 41
586 805 17
349 75 95
730 393 10
244 481 23
871 163 61
786 229 40
741 825 12
598 217 21
618 353 19
986 850 98
529 449 77
790 278 97
383 900 12
253 443 51
664 291 64
352 414 9
715 157 55
385 62 34
54 857 2
321 14 55
851 933 32
201 618 48
232 296 67
538 894 40
66 609 18
267 194 73
38 320 80
745 542 74
619 995 68
145 296 83
816 951 15
821 888 78
213 441 53
344 740 90
989 917 3
841 600 8
201 787 45
438 956 95
142 581 33
250 483 41
511 786 10
634 358 74
629 860 54
459 223 24
505 566 16
151 417 42
958 326 81
867 321 99
210 65 73
864 667 88
179 682 82
830 483 69
340 552 100
800 592 96
6 821 62
115 388 84
392 187 82
138 652 58
344 586 18
685 36 61
511 484 96
612 764 35
178 966 84
865 825 33
413 848 4
554 207 87
521 497 24
847 699 1
1 537 24
41 452 14
463 639 53
968 360 99
103 462 52
505 67 16
317 297 5
597 730 7
945 434 15
640 752 30
270 500 24
694 966 27
87 149 80
910 657 42
754 980 65
534 854 94
348 970 8
84 682 67
732 596 100
429 523 83
384 706 88
88 939 94
494 544 96
305 885 84
265 430 76
66 945 37
184 637 100
602 4 91
5 122 69
257 917 6
484 37 57
666 428 31
701 54 16
776 868 51
138 481 87
554 24 96
409 855 71
429 234 85
415 460 7
971 963 58
578 599 60
32 922 60
443 659 34
643 21 58
600 523 9
358 906 88
708 663 10
278 57 75
655 652 96
836 121 77
366 242 84
382 84 80
143 591 12
806 464 48
256 689 69
557 332 100
649 732 21
318 208 14
678 387 48
58 66 56
874 428 95
914 464 68
782 906 97
486 453 100
886 311 70
873 705 68
324 612 51
79 894 66
46 782 10
868 874 100
756 435 68
543 994 36
569 39 66
919 457 90
111 504 54
594 622 62
998 397 74
535 519 28
860 509 11
118 405 56
489 413 51
144 275 59
547 28 59
447 341 89
153 914 22
195 49 80
730 341 87
914 274 59
22 472 67
721 103 54
770 505 61
391 616 96
15 514 89
468 394 56
991 927 56
327 222 67
812 797 10
561 514 59
13 955 96
113 865 78
501 387 98
822 211 83
521 986 85
101 863 7
596 824 49
9 969 73
494 811 71
868 223 4
116 895 36
781 706 1
31 63 12
623 103 11
591 353 60
996 445 62
777 958 79
289 476 70
991 485 93
827 49 96
351 77 17
878 260 1
480 855 91
796 870 69
919 434 18
835 772 75
533 409 53
419 608 44
900 105 34
404 684 21
710 35 35
888 835 46
984 54 51
703 264 20
487 328 53
707 64 23
913 622 48
555 455 77
670 687 53
416 256 65
589 683 37
923 791 6
596 418 49
312 236 26
715 885 33
567 613 72
68 208 67
681 157 94
887 296 67
734 168 57
84 973 70
688 164 83
306 260 95
696 681 86
525 92 41
981 589 40
850 261 28
732 748 46
258 901 58
883 882 77
833 452 63
970 272 45
125 782 54
125 591 90
320 88 50
774 393 29
885 882 83
861 174 17
687 213 52
554 599 85
526 646 39
931 818 97
150 823 45
509 447 23
169 363 18
651 988 57
291 331 96
668 961 27
466 132 71
581 734 42
28 524 78
263 667 36
459 625 10
362 920 44
585 114 52
731 359 48
283 976 72
956 863 81
768 727 10
268 125 53
439 429 26
660 563 16
278 264 89
931 365 41
882 357 84
697 563 72
835 128 1
685 632 21
742 485 72
874 895 18
148 745 8
981 966 90
410 492 12
193 570 7
229 597 29
863 178 26
834 656 98
988 856 82
951 634 79
658 732 93
557 221 92
269 229 77
22 354 88
565 550 84
263 719 20
841 877 95
860 690 24
75 976 94
647 66 76
856 669 92
354 74 1
184 876 75
223 752 82
247 703 27
185 609 40
904 602 98
167 613 31
748 425 18
196 776 91
777 818 34
801 194 96
394 509 27
430 210 60
304 469 81
0 24 48
749 572 57
327 855 9
669 914 19
589 404 35
773 385 53
588 825 2
231 77 61
201 580 93
982 407 84
585 171 84
682 888 9
239 819 51
622 996 7
29 357 41
779 787 57
720 845 58
609 944 45
536 165 44
849 779 72
913 420 86
479 760 91
6 751 1
327 924 95
244 853 93
551 907 79
283 640 55
166 977 57
522 320 13
788 904 75
886 347 17
821 194 46
838 534 100
212 601 75
137 235 4
525 295 12
342 403 71
554 125 43
238 133 43
113 888 62
51 724 3
87 249 53
557 239 8
995 451 98
18 672 74
997 905 52
826 860 61
393 580 45
562 968 88
699 193 79
882 975 28
991 595 67
283 656 98
669 229 39
105 106 19
12 187 33
779 361 81
404 112 59
830 389 60
594 182 64
465 772 64
341 810 88
848 48 6
58 624 55
345 72 24
874 178 73
149 163 72
430 457 97
93 569 59
536 483 52
720 336 13
51 643 76
798 441 92
186 753 20
374 275 27
123 185 100
816 177 28
148 784 24
581 784 29
345 272 15
30 401 50
257 287 43
838 977 79
904 383 54
838 14 28
686 32 65
965 144 18
479 618 5
148 824 7
210 828 2
945 766 26
459 198 23
440 982 16
503 179 35
595 899 17
898 714 54
16 488 43
109 980 50
259 185 54
869 986 38
950 178 71
691 817 53
166 427 68
828 159 16
390 71 56
767 258 74
998 680 45
270 528 49
182 698 27
679 571 21
382 827 68
772 206 60
357 773 66
281 766 10
39 158 89
805 753 65
973 160 62
45 312 69
119 200 88
732 14 3
20 210 59
560 575 62
180 718 79
51 699 17
250 197 19
839 998 47
531 946 71
567 821 23
919 571 76
896 431 92
939 502 37
484 471 52
88 652 33
311 51 100
359 380 69
565 994 23
47 649 61
110 306 52
663 602 89
221 310 53
79 20 11
747 148 29
452 783 94
720 561 74
693 570 60
387 219 84
626 142 92
222 704 42
173 309 62
598 46 73
449 70 91
867 584 96
821 109 65
315 552 43
248 542 65
806 345 99
848 360 12
666 109 64
596 553 45
491 389 6
909 976 66
412 513 77
459 590 58
40 632 24
373 815 28
657 110 59
923 556 25
627 929 18
668 449 36
118 795 75
308 585 9
383 803 87
295 927 18
989 439 76
279 525 47
902 322 97
416 542 67
126 26 26
329 384 44
53 499 70
987 480 33
976 232 77
183 608 60
357 789 76
146 205 35
370 445 65
370 627 19
323 137 10
997 507 49
641 902 62
606 557 36
510 931 79
597 202 40
746 811 37
961 834 59
665 623 53
536 467 21
528 784 23
816 180 62
702 769 100
286 860 70
602 411 76
49 87 3
516 998 56
948 238 17
751 501 31
861 924 42
224 849 6
926 426 53
398 508 52
156 485 100
751 467 47
706 257 26
913 614 13
974 511 66
657 934 91
62 95 54
243 477 25
506 11 4
35 256 56
145 58 21
319 161 64
237 843 88
357 245 22
764 901 85
919 937 96
726 168 49
255 216 14
547 98 22
466 441 68
968 728 35
32 571 31
376 534 44
769 544 1
379 532 9
131 797 60
432 820 10
467 687 14
258 897 65
362 992 98
161 863 69
114 97 12
119 560 66
592 730 88
919 319 8
611 187 12
692 757 54
342 810 16
602 195 95
36 889 86
900 862 10
486 920 12
785 230 92
335 346 82
767 306 48
842 432 15
881 460 3
690 138 69
736 356 44
46 618 32
458 909 2
314 285 11
373 26 83
786 311 79
649 848 72
663 247 48
474 573 36
943 913 1
122 412 76
527 323 49
297 236 99
993 389 96
634 946 54
906 383 1
861 372 1
408 5 3
734 482 52
535 408 74
491 632 100
92 425 41
280 834 17
878 900 78
543 642 27
754 318 34
873 912 43
623 644 63
84 204 49
558 597 31
456 194 80
845 407 81
923 971 84
672 663 66
716 394 91
601 327 53
256 438 5
787 364 74
309 172 22
671 893 63
696 483 18
127 6 13
934 736 94
950 157 54
470 238 14
997 697 94
848 737 66
556 196 72
741 991 83
672 682 27
20 703 21
955 574 57
571 464 75
21 325 57
190 302 52
319 70 6
122 776 11
929 338 16
184 432 36
370 792 1
459 536 45
421 807 48
363 132 96
551 2 16
673 540 64
615 785 58
269 6 77
636 269 76
895 776 96
267 855 30
637 917 88
713 32 71
335 348 2
304 296 6
150 413 86
255 805 82
937 55 18
275 390 42
578 690 23
468 603 66
24 728 57
671 957 2
249 419 46
733 107 67
169 334 5
408 349 78
798 418 98
771 547 70
157 66 84
737 213 3
908 276 47
854 255 14
878 819 20
725 225 79
333 353 7
939 770 48
839 534 26
64 580 60
611 815 40
459 726 68
186 861 59
508 832 18
411 63 70
128 876 1
472 9 85
914 292 82
546 862 43
270 960 28
715 104 82
724 648 46
974 112 22
34 858 94
467 863 58
3 655 56
200 572 38
729 833 69
586 276 95
756 738 86
167 279 25
451 29 48
952 93 33
542 738 74
238 419 61
385 749 75
470 537 53
423 493 94
816 130 4
1 366 34
289 144 34
712 460 38
734 869 30
629 368 84
61 690 62
604 299 57
165 131 60
655 634 79
885 859 85
735 574 47
41 667 85
667 890 30
881 864 27
370 239 54
270 168 49
528 743 90
252 631 75
651 809 38
982 740 55
253 848 96
264 729 13
985 116 19
783 668 49
909 655 65
838 733 86
670 39 97
308 694 52
307 425 15
502 228 21
201 183 68
494 480 1
770 199 22
204 521 59
697 517 50
516 989 18
856 690 2
639 377 87
902 590 97
231 285 40
535 66 38
702 528 89
106 923 28
906 847 27
901 865 49
304 98 26
859 436 34
802 432 42
346 631 35
533 827 15
235 702 54
774 465 93
189 725 34
137 222 18
174 534 60
231 413 49
100 513 12
857 303 22
303 475 16
183 840 62
412 432 33
184 876 25
929 600 44
572 101 3
766 549 28
453 709 5
291 236 48
901 130 19
612 418 54
970 936 58
733 622 95
956 741 40
830 27 64
917 714 51
242 945 63
758 705 34
162 493 49
873 773 21
958 493 20
694 775 78
154 865 84
512 495 99
612 563 6
988 250 24
401 708 33
934 647 76
868 189 77
234 624 51
275 301 29
578 97 51
567 711 1
581 173 92
831 344 55
788 97 71
813 982 5
232 815 51
623 578 25
669 169 25
726 792 96
710 254 70
713 110 50
127 879 78
96 881 49
180 918 20
220 51 2
5 911 60
768 960 85
426 627 66
612 686 36
637 424 61
805 355 58
942 110 90
201 713 67
77 68 58
124 763 75
533 811 3
278 749 7
57 433 30
621 798 96
345 700 1
934 935 88
85 456 36
961 681 100
403 102 78
810 858 36
13 834 52
727 597 34
384 904 62
846 666 79
371 331 22
59 791 86
110 565 58
651 513 64
841 610 12
967 146 66
486 595 19
256 511 2
86 250 19
241 1000 13
716 485 89
51 140 86
613 973 11
596 189 56
551 635 91
788 296 41
604 461 37
982 809 16
472 943 77
604 877 92
790 853 2
347 946 90
952 882 1
647 244 33
939 325 75
542 15 88
772 487 93
372 456 75
328 729 14
384 374 60
44 804 48
455 596 100
393 547 56
725 136 89
749 912 15
994 961 98
608 409 68
96 762 5
249 337 74
906 464 62
241 417 89
405 995 32
557 741 100
571 144 73
162 241 81
816 950 60
771 365 92
35 784 53
101 88 77
541 167 60
600 9 14
687 333 9
891 349 34
655 985 63
980 655 66
726 879 75
487 251 65
351 824 75
687 358 5
213 715 51
796 881 43
500 858 23
571 203 43
152 653 47
930 508 65
333 766 13
671 138 49
335 146 3
215 556 100
777 355 60
714 905 95
862 449 78
143 602 27
855 94 37
597 487 84
364 680 45
311 732 66
323 986 74
283 24 10
683 459 64
832 325 90
104 368 70
179 143 51
557 861 57
297 770 14
595 848 99
466 484 12
322 776 19
654 905 34
468 974 3
333 165 90
622 425 81
736 468 83
375 624 83
551 341 62
944 145 4
662 288 5
746 723 50
499 175 14
873 448 72
91 893 55
495 949 27
855 951 98
939 249 96
475 84 33
237 279 25
223 412 15
257 644 52
807 656 28
125 111 19
552 914 87
881 517 25
277 333 59
118 318 11
979 712 44
333 675 72
709 219 38
322 802 69
522 836 80
950 298 81
557 168 50
208 314 10
360 473 93
240 913 96
561 697 7
998 220 20
907 486 59
554 101 46
717 697 81
89 88 89
474 68 7
271 709 65
779 181 44
364 675 55
791 352 23
868 431 22
637 78 87
728 544 71
491 722 54
797 45 3
460 242 54
371 183 79
870 32 25
207 366 27
133 263 56
659 297 28
655 199 67
259 944 86
800 27 40
601 802 29
233 743 14
30 579 51
112 489 91
419 661 46
669 244 81
349 878 77
192 440 62
391 641 28
58 304 76
19 796 93
450 395 16
834 54 25
246 92 97
587 179 75
641 549 90
237 678 64
551 96 90
461 42 77
829 785 94
686 358 40
844 348 74
37 851 53
277 21 59
363 343 21
187 897 31
776 166 29
690 791 43
390 210 85
919 40 98
25 210 12
260 839 19
645 299 90
430 38 37
429 893 21
568 86 17
95 11 91
984 246 74
807 960 79
80 435 57
137 588 38
513 342 47
659 475 69
481 494 37
65 578 16
474 311 82
686 208 37
303 434 9
374 500 15
307 734 21
424 50 100
308 436 67
262 758 13
985 807 14
818 707 19
576 397 96
845 53 65
785 907 31
177 854 41
8 312 63
225 937 71
516 557 16
701 458 60
991 153 6
923 951 85
1 761 70
440 673 31
75 164 99
639 322 44
88 251 34
248 788 96
123 490 52
793 32 25
672 882 44
355 983 46
13 250 7
355 325 80
229 979 3
368 720 14
301 880 59
629 297 100
250 576 100
107 30 61
736 269 76
120 411 91
667 962 50
515 647 37
384 878 62
952 279 43
521 723 15
38 109 99
372 147 2
618 28 6
384 236 13
996 223 98
783 344 87
266 320 37
27 914 22
989 757 38
572 638 72
535 705 64
620 6 4
760 245 11
464 12 64
559 771 46
163 10 5
809 216 59
341 464 30
64 454 84
154 678 48
589 530 83
313 15 66
664 850 64
989 187 36
88 470 33
568 400 4
101 541 69
486 970 77
474 679 77
210 114 81
290 710 100
403 678 70
669 970 47
657 318 89
480 215 29
880 957 78
367 606 76
690 75 67
670 118 79
590 249 77
157 302 1
406 916 61
680 773 49
245 214 25
338 287 87
399 293 10
445 344 8
456 416 81
81 830 99
712 620 70
425 72 72
22 651 87
122 904 35
143 170 27
20 835 5
624 727 30
11 731 44
760 261 96
388 187 52
576 195 37
184 13 96
309 378 6
714 662 89
448 204 97
940 37 57
165 764 7
180 356 61
593 241 90
742 723 67
202 727 2
804 241 93
683 387 17
226 872 2
23 25 96
628 658 32
375 99 39
258 683 11
454 680 62
572 862 98
736 210 31
556 460 76
547 254 72
95 17 44
12 357 95
611 771 98
946 722 75
45 815 31
293 45 91
117 177 2
254 824 27
184 761 58
3 593 86
364 274 78
950 363 76
777 754 58
387 4 23
248 30 46
961 54 1
341 67 27
466 595 75
309 226 28
291 112 98
109 306 13
905 765 3
116 819 60
135 369 13
496 371 34
508 256 1
860 115 57
747 529 88
943 783 93
531 536 53
12 138 37
444 496 76
218 569 23
198 622 16
14 696 10
485 978 25
807 695 51
381 619 9
307 883 76
937 167 38
168 84 36
113 912 61
543 952 65
423 765 91
149 966 98
787 444 90
579 766 91
379 866 55
769 414 37
757 24 38
861 655 16
96 658 67
232 154 48
102 303 41
897 367 61
490 613 3
597 363 77
159 700 82
369 530 27
374 35 23
783 709 21
929 510 45
872 864 22
71 486 38
569 235 12
526 644 89
715 341 55
634 251 88
455 838 69
794 468 34
304 339 100
641 104 53
149 542 92
304 213 9
102 647 45
277 158 55
919 400 46
380 89 39
390 822 37
324 303 31
287 964 39
339 546 92
180 86 11
337 385 84
150 949 15
87 386 79
380 670 63
717 153 27
806 980 17
624 411 83
557 457 46
747 907 73
488 392 70
924 433 75
309 850 20
438 887 44
549 222 42
390 674 47
951 15 69
334 685 83
255 974 80
398 677 76
954 881 77
430 937 78
518 13 41
135 699 84
518 983 50
77 348 49
878 116 70
698 165 92
498 153 48
772 941 8
148 723 23
628 699 36
948 133 87
12 46 19
514 319 8
292 259 75
935 834 11
488 125 15
866 51 88
388 789 51
694 748 71
193 355 31
724 666 62
246 655 2
463 11 57
438 696 86
81 438 95
846 339 90
464 597 64
218 144 98
178 608 76
985 312 24
385 7 8
597 348 85
284 366 41
690 191 69
951 595 92
87 5 40
783 118 70
810 954 72
319 988 52
956 404 8
997 129 36
6 731 23
994 951 60
758 379 55
900 667 100
94 115 13
316 616 54
423 789 61
161 74 50
591 484 69
555 438 50
723 163 41
59 8 94
626 718 38
848 82 77
94 218 54
960 107 91
625 119 42
390 17 8
415 733 26
358 972 59
509 294 60
239 441 18
407 744 51
232 832 13
169 315 51
90 925 99
800 675 95
366 690 48
520 453 27
60 923 35
912 444 14
511 868 41
176 750 88
536 112 75
109 677 67
905 724 75
940 70 39
127 14 52
460 513 47
353 62 71
874 688 81
129 266 76
260 623 3
57 1 38
346 416 9
982 929 33
843 254 90
748 62 72
300 346 27
795 150 23
211 752 17
768 400 62
696 999 14
520 480 76
396 386 84
262 744 37
319 404 49
249 169 4
532 433 8
941 706 18
687 23 89
976 203 68
745 101 48
772 943 11
377 422 84
202 419 3
51 935 74
303 299 82
383 855 36
262 346 86
578 319 37
633 273 12
147 984 30
652 257 70
794 418 70
956 125 24
59 125 54
185 330 57
564 736 30
437 699 66
322 649 22
343 722 88
747 28 28
722 766 14
379 815 77
415 236 30
170 276 61
429 603 14
561 88 22
40 147 40
73 503 58
630 714 53
318 669 75
837 537 32
335 747 42
238 589 96
971 296 65
170 874 76
882 234 43
440 767 22
745 910 98
696 732 53
28 829 29
806 68 43
687 405 76
703 50 57
995 789 57
529 887 62
821 853 15
147 963 21
578 224 19
771 35 48
685 155 1
429 988 36
32 986 66
444 702 96
477 135 11
409 987 72
945 245 73
463 548 37
553 434 68
202 801 30
110 893 41
929 164 43
221 334 9
719 339 59
51 101 9
947 510 67
577 459 5
582 347 96
601 193 40
246 514 63
478 752 98
296 679 36
871 697 15
169 14 7
622 99 42
167 223 63
847 150 13
173 101 94
46 103 87
261 267 52
92 879 11
119 485 26
335 685 91
507 938 7
250 804 26
57 180 64
270 117 82
492 665 16
405 206 17
594 662 45
452 144 64
419 351 5
216 618 51
33 594 5
417 171 29
261 806 63
123 887 16
703 533 21
422 190 22
128 810 86
503 703 30
826 249 83
919 471 4
630 766 81
273 971 82
806 402 63
46 527 20
575 937 90
655 855 21
995 674 76
563 59 85
677 658 22
78 697 52
76 334 57
736 564 11
330 104 34
6 831 75
698 773 5
892 488 35
995 381 4
979 556 9
189 325 30
539 738 83
717 880 94
937 303 64
43 543 33
472 900 21
522 410 37
262 829 66
91 843 74
603 764 3
607 736 2
431 578 83
272 133 89
853 982 18
998 556 67
287 426 72
741 342 31
802 592 32
820 36 64
908 728 45
940 623 19
621 113 59
150 917 38
821 199 59
328 866 21
26 349 13
5 19 1
625 726 80
565 444 50
803 869 37
41 558 58
822 486 42
178 384 72
276 939 99
13 913 25
136 36 59
977 591 42
846 581 9
139 481 81
789 425 75
415 98 48
922 789 95
107 350 14
401 167 46
127 83 98
997 166 61
200 351 23
533 115 81
572 835 65
206 155 44
743 276 78
699 685 55
910 959 92
566 478 60
269 593 53
976 858 28
565 939 63
303 304 97
689 536 61
396 114 63
785 699 95
878 277 38
662 784 57
339 634 82
941 23 78
666 122 68
988 83 6
762 207 73
269 479 94
591 521 88
52 48 1
254 55 57
478 36 98
131 980 62
573 989 13
547 491 100
281 190 68
269 920 68
248 172 2
625 636 49
615 107 25
549 205 76
832 770 24
364 580 51
963 193 64
621 890 45
172 789 83
559 644 31
510 520 11
208 660 59
569 846 37
789 607 46
540 901 72
993 50 38
301 982 45
463 63 41
721 119 12
219 522 26
161 733 36
967 728 19
382 763 99
733 541 59
15 711 53
315 876 80
104 623 41
668 444 51
298 900 99
443 134 99
565 123 89
676 596 60
484 749 24
271 606 56
593 980 21
431 647 22
330 99 28
220 417 45
556 496 89
777 90 72
465 826 88
198 341 13
586 885 100
82 937 89
84 1 69
815 603 3
120 3 63
245 268 97
38 226 16
716 318 41
849 550 38
609 292 88
42 299 2
921 166 27
909 439 34
685 963 12
460 155 25
721 91 33
728 623 53
809 984 25
648 920 93
305 102 31
374 255 95
687 415 85
631 599 49
183 931 43
627 481 6
416 121 1
222 8 63
92 479 12
924 674 23
564 372 55
161 606 60
392 108 34
722 677 68
260 587 21
406 557 69
130 12 44
950 768 97
634 860 89
53 116 88
92 793 25
54 813 69
766 423 97
565 640 66
532 268 55
501 412 58
498 797 51
102 660 14
190 570 36
250 550 49
442 898 33
782 566 29
527 963 4
830 781 24
977 800 58
415 108 72
202 415 35
979 638 62
316 155 7
533 479 10
194 201 44
604 871 96
71 24 37
372 692 73
320 553 53
266 30 25
399 648 31
962 30 98
316 713 69
439 590 49
707 432 28
537 495 58
704 658 69
758 995 24
298 641 86
839 91 42
813 52 73
448 136 25
303 43 4
573 725 79
436 739 63
917 808 73
904 349 98
757 938 57
650 208 21
576 724 1
172 715 12
835 732 53
425 729 66
689 676 85
487 99 2
164 305 21
298 218 53
662 919 29
342 943 27
250 603 64
955 765 27
670 294 75
121 515 91
624 880 20
320 292 5
245 705 25
224 319 61
514 778 65
741 357 96
187 707 71
138 83 51
145 426 14
257 611 61
517 728 40
673 296 13
76 75 44
325 993 13
512 795 53
686 508 1
626 587 82
867 899 33
260 508 99
75 414 4
286 697 19
846 903 55
621 939 57
627 247 12
51 446 29
275 431 83
252 338 2
881 148 84
288 683 64
173 965 69
294 466 27
92 295 22
163 487 27
538 102 25
383 28 18
157 147 50
444 881 24
834 701 100
719 316 75
192 492 94
274 470 69
806 312 35
920 2 27
534 323 95
841 657 82
570 97 84
467 548 10
973 850 58
643 652 30
257 890 1
319 259 56
825 828 59
649 96 80
884 949 87
528 887 9
760 540 46
845 878 30
863 344 93
735 390 65
34 567 41
383 981 38
414 54 18
513 183 45
105 205 60
320 419 17
468 242 99
928 334 26
782 230 25
883 199 31
50 128 23
785 802 78
130 816 12
945 926 24
516 133 15
523 2 23
930 674 24
83 249 45
41 800 6
853 482 23
391 587 1
223 523 66
166 55 11
183 765 85
185 901 57
109 216 38
139 258 9
822 920 81
565 815 54
63 778 89
715 444 20
506 195 63
