1000 10000
672 176 95
494 505 13
894 947 91
10 660 34
206 658 39
213 727 80
552 975 76
626 807 64
63 611 46
80 660 82
938 745 60
69 224 49
553 744 47
497 626 72
686 593 55
245 264 98
956 968 7
75 551 43
429 373 46
830 340 50
578 97 12
916 302 24
766 657 16
763 226 4
109 598 3
868 968 52
304 77 75
663 497 97
442 360 92
389 609 40
517 118 24
607 125 14
271 148 39
717 195 85
233 203 19
234 306 62
514 730 60
101 36 18
532 213 93
823 960 62
153 969 7
72 163 84
728 663 79
518 644 47
914 604 83
645 120 47
41 938 45
263 388 96
863 831 68
718 156 84
581 685 89
654 149 53
396 412 57
182 385 11
148 461 45
885 463 68
413 497 73
52 954 14
496 305 64
824 574 75
304 422 27
654 796 76
825 966 88
265 298 100
714 925 30
974 386 37
100 54 50
870 861 44
970 925 24
480 488 21
728 501 52
640 693 14
0 344 48
407 177 98
975 667 51
117 510 87
193 640 41
886 722 13
774 179 63
315 421 55
131 633 100
536 17 54
554 745 49
94 295 72
73 684 7
979 760 96
710 206 45
149 510 8
289 785 86
267 910 15
480 594 36
28 208 78
759 526 20
364 993 43
630 952 48
38 916 53
865 3 5
524 690 78
837 647 80
801 383 63
734 250 61
614 137 66
910 636 25
462 976 53
103 175 33
318 765 21
343 138 94
517 27 69
295 66 41
941 712 61
161 894 24
110 587 44
435 346 3
632 17 64
559 66 16
221 483 20
484 741 40
250 330 86
938 61 77
1 875 49
495 45 83
869 732 21
304 425 35
155 368 70
71 662 4
39 721 29
189 895 61
363 812 11
502 448 39
925 36 33
149 229 23
912 489 24
898 926 6
87 278 42
558 128 36
476 738 67
25 954 72
3 654 40
698 352 82
181 510 11
818 642 69
620 818 55
434 626 41
808 149 67
426 997 66
894 199 73
228 24 9
890 532 10
314 736 78
928 705 64
522 839 31
250 802 11
980 192 44
927 313 41
225 220 5
469 605 60
935 80 95
257 517 39
432 44 10
776 586 80
34 766 28
692 286 41
115 176 56
6 315 79
488 351 9
362 86 3
127 467 83
803 601 41
190 136 71
772 711 31
194 146 2
313 359 69
407 477 76
79 838 71
569 575 19
814 622 71
612 621 52
919 853 52
546 402 4
246 52 64
367 952 44
199 384 26
793 523 49
716 35 83
493 818 100
30 139 20
940 767 65
533 408 44
107 337 56
504 334 36
379 732 81
193 103 43
444 784 56
779 93 37
848 914 50
448 605 26
593 674 4
54 794 90
885 41 66
639 193 96
87 84 49
582 1 91
789 757 44
389 115 36
562 665 97
279 363 11
4 182 42
225 896 34
527 548 94
657 969 35
132 107 18
566 150 43
632 585 80
14 441 50
521 460 16
896 111 18
806 361 43
798 594 64
436 885 7
310 141 81
87 135 28
291 649 14
491 698 67
88 760 75
770 816 4
664 428 43
533 475 41
686 286 26
780 982 82
804 51 84
317 65 18
332 356 22
946 465 35
244 219 60
923 95 35
52 916 83
138 213 95
234 233 9
814 875 38
433 378 47
562 192 32
789 440 61
119 457 74
705 555 10
567 534 11
185 711 62
754 692 69
584 349 10
32 448 58
864 966 100
3 846 96
474 907 48
348 390 97
698 101 14
89 488 40
269 163 80
190 223 72
577 147 52
800 351 26
588 741 88
141 954 21
936 632 71
538 21 72
410 723 77
690 86 9
724 744 46
534 129 53
438 953 92
498 941 44
925 287 17
884 349 81
924 719 100
250 835 71
164 93 53
448 411 15
684 34 66
488 512 95
975 419 89
258 446 37
61 453 90
987 705 64
792 239 66
328 703 54
494 186 42
538 76 11
347 715 53
773 403 27
811 611 70
768 662 30
447 223 13
456 768 89
257 246 29
171 135 60
666 913 50
698 564 56
564 914 76
433 664 68
355 726 49
677 992 56
461 148 50
597 757 27
911 370 29
114 492 85
347 435 10
229 595 63
270 314 73
242 402 82
736 286 28
601 134 80
739 311 87
990 609 75
273 429 56
711 405 7
584 766 97
585 502 87
171 933 8
690 77 52
672 110 28
208 658 24
542 979 65
997 575 63
793 982 52
232 21 46
206 459 96
360 434 77
647 692 93
611 414 9
880 602 70
480 699 36
977 526 44
132 819 34
280 923 68
76 130 30
278 397 41
951 429 95
423 740 68
5 307 4
913 872 85
814 897 54
219 556 29
989 968 53
308 498 63
898 22 46
903 641 49
502 483 79
226 339 21
548 637 16
220 883 35
695 273 80
481 889 28
279 680 11
827 872 68
732 61 88
310 274 91
795 476 88
74 682 59
72 481 60
96 548 45
198 639 56
798 635 89
541 612 75
252 451 68
211 147 15
204 86 5
383 877 52
555 446 59
687 490 53
285 783 67
263 953 58
86 592 100
935 233 70
873 176 40
18 943 50
927 42 16
845 958 90
265 228 64
554 746 73
566 449 30
668 194 58
734 827 30
23 773 60
974 819 41
457 854 98
842 623 83
517 728 21
308 823 93
480 135 88
510 718 51
159 367 32
585 487 96
813 849 46
592 362 12
768 260 1
641 17 100
88 17 89
544 228 55
447 456 52
792 176 13
199 740 71
649 438 59
1 802 25
103 760 61
956 96 89
543 634 65
803 528 98
591 689 72
120 744 21
92 114 100
916 703 14
221 228 82
310 52 29
134 458 43
120 337 49
947 968 93
474 145 55
599 325 53
232 564 40
733 236 63
501 166 79
1 111 75
595 733 51
192 277 13
994 292 42
731 485 92
174 1 66
465 925 76
955 174 6
63 748 11
694 695 46
43 373 35
710 583 30
640 102 94
749 268 1
578 707 60
390 408 67
920 718 10
42 863 17
286 522 70
709 353 82
586 410 49
758 416 46
70 754 48
803 31 30
492 591 37
749 720 23
449 4 57
657 688 65
987 592 80
934 450 93
633 541 5
334 224 4
721 468 46
472 286 51
303 80 41
319 229 71
345 527 24
546 546 7
904 351 73
393 828 25
37 355 90
252 522 16
787 894 33
730 894 86
943 683 28
294 201 85
708 474 4
706 273 10
948 742 43
761 979 49
272 147 60
810 357 63
668 383 52
176 221 6
202 878 54
365 412 21
89 129 13
988 280 67
945 312 64
287 905 28
276 464 41
224 223 63
464 218 38
83 67 57
503 885 95
22 864 97
812 848 78
413 264 95
689 882 37
972 506 46
839 371 27
488 402 1
60 212 64
964 979 86
870 825 34
382 669 56
963 414 5
172 686 36
386 16 50
890 957 8
585 836 31
388 91 22
432 908 93
745 601 71
159 944 89
960 874 29
588 292 14
565 316 46
943 533 97
284 497 50
743 247 51
788 489 55
523 51 92
14 560 15
678 356 28
680 455 70
595 441 88
190 848 26
852 661 60
858 236 9
990 951 43
855 312 41
146 884 82
321 698 48
201 134 55
524 210 41
960 10 89
415 702 97
503 458 24
556 418 47
7 420 86
296 759 75
505 221 96
234 218 54
731 84 35
912 998 91
551 448 98
254 217 35
774 313 72
93 193 92
741 681 52
259 977 86
518 157 70
913 790 7
587 457 12
894 768 85
231 691 73
497 598 50
497 518 48
933 664 14
219 138 28
900 170 40
392 235 78
210 984 96
691 190 35
560 567 92
488 317 46
690 438 44
689 41 96
136 159 72
421 893 23
958 976 39
299 362 43
703 500 74
779 826 100
404 940 51
779 82 33
345 953 17
696 57 46
493 989 26
282 214 23
357 891 44
71 891 53
514 815 26
874 472 96
797 74 37
721 624 53
280 890 36
141 231 23
670 278 61
585 101 3
353 709 89
755 467 77
882 440 38
449 543 26
336 809 52
400 101 74
607 411 31
816 630 72
633 329 10
85 782 72
946 91 60
297 217 88
703 410 66
14 304 36
282 963 75
735 733 98
148 650 78
345 653 37
880 726 40
558 412 83
318 552 75
804 981 50
826 835 98
924 508 100
518 837 36
775 594 23
459 405 17
82 533 36
49 851 88
656 791 99
851 406 68
48 351 1
534 983 23
512 296 73
786 190 7
270 588 64
774 1 82
167 309 69
214 320 9
723 521 5
728 786 36
780 972 99
881 24 55
155 651 90
697 169 34
161 874 55
164 700 77
428 842 34
486 662 73
738 8 65
274 936 21
86 49 6
377 188 87
44 371 47
645 881 36
360 486 7
172 666 73
721 85 82
737 844 35
753 551 78
56 525 15
484 70 14
3 70 17
818 736 71
369 510 7
722 724 99
704 819 38
825 249 71
70 761 14
513 899 35
961 233 94
905 45 28
308 360 4
200 670 1
861 416 54
708 859 26
220 820 93
269 651 63
968 798 4
943 780 74
473 149 57
869 372 12
566 702 99
372 495 79
789 388 39
119 992 89
949 921 92
895 491 10
756 459 24
46 715 17
198 663 5
866 963 85
943 665 23
879 443 66
522 176 41
386 519 15
851 379 48
378 999 12
354 194 63
198 38 18
635 836 98
323 247 78
870 878 63
197 992 27
42 271 98
816 352 28
659 981 16
485 788 66
598 528 98
521 36 14
104 438 55
927 813 41
945 671 91
989 967 91
561 202 91
740 470 15
517 380 47
118 621 24
231 490 10
81 234 18
340 120 52
217 971 86
506 664 42
201 70 35
614 42 87
163 357 20
438 999 60
467 369 37
281 114 11
891 336 92
608 66 1
680 751 73
737 136 94
79 194 97
347 31 92
611 24 54
637 683 61
144 100 86
48 847 10
301 596 10
666 409 94
43 474 6
994 618 47
196 212 21
10 811 92
307 891 35
716 467 32
891 65 39
122 645 95
871 122 4
4 743 16
972 621 51
48 631 42
552 424 94
877 208 4
291 935 36
72 577 10
522 447 3
308 82 96
978 869 87
39 199 63
18 867 93
611 871 95
475 756 14
739 404 17
344 149 52
469 273 64
16 763 73
65 995 29
887 493 27
805 727 10
929 853 19
90 208 21
714 724 15
515 194 69
660 291 43
703 134 81
827 43 36
908 528 18
596 157 36
971 376 58
440 183 68
785 961 97
98 855 74
503 726 98
425 317 22
678 809 2
720 317 5
335 808 36
144 822 16
834 633 72
264 556 29
168 177 11
271 640 32
226 557 81
365 160 27
303 195 76
386 334 32
114 975 71
126 420 14
824 899 16
505 639 59
576 271 7
594 773 25
692 643 11
66 17 55
698 212 3
611 481 68
411 434 60
20 662 79
240 818 25
982 843 62
636 44 11
36 878 30
32 706 33
242 182 82
988 252 24
989 881 56
794 323 20
310 441 78
86 134 25
436 132 91
380 743 29
635 536 73
173 704 47
63 695 63
801 887 60
437 483 89
210 345 94
512 601 83
608 383 96
535 853 61
536 13 95
852 43 92
588 493 4
7 463 12
823 677 91
989 502 52
930 729 69
843 270 31
93 678 4
408 612 50
826 123 59
93 662 93
807 726 95
607 87 39
975 961 61
272 135 27
473 956 16
186 171 90
672 655 41
191 343 90
231 749 62
200 538 72
534 726 15
924 116 48
364 875 39
832 51 91
676 124 29
847 217 5
623 283 96
931 532 47
280 542 57
878 989 66
430 270 61
22 446 70
320 512 4
441 817 87
742 874 51
614 573 21
947 220 4
10 151 10
532 841 78
486 78 11
541 283 42
757 557 45
15 355 29
634 28 34
197 974 4
345 679 33
905 597 26
493 322 55
748 709 64
573 337 76
25 433 72
619 388 84
408 371 23
670 752 55
691 12 63
646 102 26
383 506 30
221 758 69
657 921 71
233 868 25
930 186 55
822 959 76
878 587 37
894 619 88
559 395 58
977 494 98
293 996 64
379 586 89
213 577 44
65 998 91
91 841 7
538 769 7
891 657 88
313 697 4
640 141 65
943 939 84
832 871 29
366 521 76
770 32 16
983 913 87
212 370 42
445 701 2
495 62 11
742 585 55
176 961 28
520 387 78
299 777 16
105 151 79
85 888 71
751 970 13
190 558 50
266 261 9
553 988 64
761 925 92
536 522 65
34 26 40
362 653 51
609 951 63
193 346 49
787 873 83
482 752 1
651 467 58
958 557 45
990 594 36
855 724 37
715 504 31
723 177 14
104 869 54
401 850 86
639 304 42
924 576 79
967 402 8
947 624 83
796 316 24
71 724 43
163 202 72
464 104 72
398 542 98
224 235 36
440 198 49
333 454 42
145 292 95
902 336 34
23 126 71
531 787 59
408 215 57
172 337 87
517 548 64
735 14 54
327 112 73
937 305 39
867 435 84
54 297 3
131 722 24
495 575 28
93 659 44
291 506 86
277 706 15
172 780 20
893 716 12
902 928 33
348 308 54
201 949 86
501 238 39
528 870 16
692 784 88
866 631 25
992 779 40
283 478 17
853 405 16
89 879 81
398 221 5
91 840 63
302 169 51
808 585 61
369 596 39
350 340 7
551 574 16
646 306 47
63 330 50
282 165 58
810 291 39
998 14 63
329 46 59
942 208 61
466 136 57
358 549 5
470 200 10
671 908 5
338 247 79
693 47 15
395 745 49
443 614 47
804 834 32
520 949 58
506 19 55
571 562 71
564 325 79
682 201 21
537 631 27
182 526 93
650 944 3
862 410 6
693 399 97
6 403 40
418 427 15
679 350 56
409 934 48
303 474 94
151 272 36
724 371 37
98 906 50
803 146 93
458 417 22
319 424 37
147 294 22
491 790 21
853 249 9
972 345 65
214 367 64
928 389 52
47 582 40
11 564 18
452 712 8
703 151 89
978 61 82
98 854 16
926 304 48
37 540 18
590 729 53
329 658 86
275 537 79
24 34 71
732 961 94
882 541 10
684 87 63
228 454 28
502 170 16
323 292 72
773 992 87
939 42 42
30 360 99
320 966 41
200 337 23
780 855 74
871 226 81
412 254 57
213 216 54
593 460 33
289 44 93
558 689 14
324 526 73
679 461 56
403 127 59
519 433 46
251 908 74
290 901 56
827 206 79
414 933 83
879 926 80
259 279 47
447 926 39
451 989 15
646 618 6
766 891 81
92 757 1
746 974 50
395 356 48
831 402 23
670 66 14
408 927 12
596 973 27
847 216 59
912 598 42
461 140 97
804 632 5
960 192 47
641 276 52
934 18 49
797 329 71
941 994 25
344 401 35
403 869 2
50 628 10
638 352 15
159 634 29
721 644 26
216 328 58
153 944 53
371 11 23
160 163 15
553 835 7
464 780 45
892 780 77
614 915 64
247 258 92
602 285 52
87 374 17
549 585 88
851 700 2
311 936 83
399 645 51
598 801 54
131 438 27
369 836 26
595 999 97
798 883 53
343 355 68
545 451 5
260 484 77
1 681 57
761 722 72
589 220 56
315 354 3
982 158 91
718 476 93
121 804 40
601 852 55
113 793 83
995 782 24
870 625 16
505 865 28
501 596 38
468 887 8
145 752 79
743 633 53
22 729 60
479 620 79
731 698 11
631 876 62
470 93 72
809 686 96
227 266 98
113 762 78
153 312 35
995 713 83
566 997 86
962 827 63
34 762 71
885 724 14
32 78 30
999 641 10
644 57 20
209 591 33
323 244 57
417 592 26
921 296 15
732 828 56
455 876 100
79 422 59
948 295 37
963 319 66
476 562 48
127 964 53
601 810 12
769 180 13
615 18 43
759 606 22
537 233 98
601 668 65
586 56 57
508 377 5
595 795 48
113 142 72
433 607 42
759 280 93
280 581 9
768 739 43
700 465 14
794 770 81
290 873 11
886 370 52
337 626 60
400 631 59
183 602 3
513 359 66
363 709 17
592 239 4
838 661 87
635 141 35
710 760 19
846 142 8
633 819 67
471 201 68
622 591 62
372 852 70
937 6 25
380 369 23
987 54 31
871 353 87
316 136 83
597 912 86
833 29 10
837 106 37
634 492 92
574 315 91
797 460 62
11 760 93
181 777 90
611 533 85
365 789 14
733 25 40
693 370 3
964 214 28
779 406 93
645 252 34
96 753 15
21 654 5
939 933 37
776 414 14
667 760 32
880 295 81
690 563 72
929 153 18
209 691 7
492 257 96
28 526 73
421 310 5
714 200 24
479 104 23
158 613 35
168 538 51
399 976 85
123 835 92
359 388 60
223 671 49
600 264 48
885 821 98
396 892 32
904 283 94
162 412 9
492 520 43
459 779 81
559 309 15
105 784 32
871 321 92
32 964 59
933 294 67
682 339 81
27 750 26
250 106 44
613 956 45
257 356 63
498 504 75
38 719 41
178 574 95
217 105 70
322 544 28
278 357 99
158 239 67
695 400 4
5 472 66
53 803 68
741 574 79
183 449 28
49 307 50
454 102 8
218 373 22
794 463 30
185 358 23
402 682 13
689 353 47
205 530 83
421 299 30
857 212 86
178 278 37
134 592 5
98 136 26
446 647 93
494 890 73
958 433 99
761 799 75
985 60 43
688 901 83
449 58 42
954 869 77
684 267 98
574 93 77
273 395 16
796 717 50
775 398 7
430 594 10
9 594 47
718 891 86
425 734 22
348 802 22
507 73 73
702 932 78
477 360 94
312 820 20
528 936 90
685 672 75
47 775 98
978 54 68
561 92 76
144 865 71
523 717 53
297 26 44
724 409 68
494 433 61
110 739 85
58 725 3
180 107 8
311 499 90
73 858 14
426 481 45
421 896 67
672 977 82
128 399 71
112 116 45
117 647 91
463 947 85
455 909 26
857 446 70
344 612 40
111 522 27
931 118 91
73 345 41
780 333 76
671 869 50
906 951 32
916 632 41
844 603 62
294 684 44
346 656 98
489 188 13
654 279 1
372 639 11
99 44 52
592 327 93
321 858 1
442 529 3
200 157 99
403 597 69
535 365 77
957 723 91
327 250 65
919 96 33
737 470 60
641 834 7
610 966 1
476 49 66
41 547 13
51 761 28
951 581 63
319 704 95
465 59 43
450 742 20
92 361 97
150 173 47
204 29 84
939 442 6
885 395 21
353 429 16
964 41 78
709 216 57
168 532 49
805 135 4
555 427 98
468 797 63
470 956 62
899 337 45
869 602 60
105 606 8
343 399 43
942 481 81
20 296 37
205 77 51
50 32 96
418 341 48
38 948 72
914 664 2
694 986 46
287 972 69
124 860 94
618 763 41
19 499 94
211 825 39
819 64 70
918 541 52
791 564 38
918 964 29
141 233 55
476 718 49
520 319 35
607 645 80
185 945 73
581 247 1
425 601 39
835 28 72
860 798 22
786 297 73
983 647 75
728 321 55
374 424 77
232 524 53
700 215 36
579 806 62
72 235 62
893 985 41
401 301 5
12 920 87
747 360 53
341 883 8
981 378 3
436 363 51
29 99 71
130 893 52
634 498 6
772 195 52
398 968 36
281 984 49
84 200 7
627 58 59
642 274 3
53 837 76
908 464 90
360 492 66
401 229 18
75 526 78
208 16 79
995 915 63
355 822 1
389 769 68
721 61 27
512 813 64
529 99 59
175 182 21
127 41 1
274 526 74
100 666 46
456 77 38
684 163 10
463 102 43
158 98 24
687 497 95
868 306 51
584 15 28
536 597 60
680 392 46
417 466 51
59 270 97
56 637 61
218 335 29
761 357 17
260 504 28
408 673 92
114 646 31
668 70 69
934 942 53
385 339 63
892 862 84
969 742 97
242 660 77
66 310 85
736 382 76
418 523 13
257 176 82
66 210 90
527 932 87
676 828 94
525 579 52
77 618 24
722 254 72
412 157 28
875 977 15
103 202 66
847 330 8
656 148 14
813 896 25
367 219 40
966 942 43
761 723 82
30 20 85
692 455 93
442 684 60
717 184 47
847 184 55
426 925 22
528 318 3
541 318 19
800 149 89
517 342 38
98 33 69
76 620 81
638 256 31
182 156 66
215 270 2
277 453 9
415 479 27
503 166 7
774 241 11
419 290 55
474 203 57
718 937 34
541 221 4
918 840 23
270 47 37
824 876 51
499 713 4
707 337 57
661 56 27
4 322 90
814 655 75
672 154 45
628 918 47
562 422 87
474 31 79
730 640 74
347 923 77
398 265 52
758 367 72
658 311 95
975 268 4
85 835 9
928 260 47
705 725 59
485 670 14
277 748 1
602 94 91
465 309 42
970 169 96
92 379 92
79 503 52
788 52 34
210 135 38
988 683 83
837 51 89
979 672 45
478 591 92
876 348 36
184 175 27
993 160 86
315 743 5
723 846 15
583 298 8
697 458 72
582 40 13
599 107 65
313 842 52
442 668 13
87 367 15
727 506 35
3 769 49
80 163 27
717 735 63
757 278 75
989 756 24
203 431 32
436 908 31
736 122 81
678 591 47
638 495 86
513 277 14
78 292 31
910 771 100
529 88 69
88 354 7
543 354 2
624 715 19
272 841 90
51 137 30
113 224 59
851 323 20
749 389 5
920 285 80
477 13 94
232 90 89
760 174 11
71 388 31
981 521 51
477 278 75
635 728 72
606 917 18
200 245 48
255 795 30
987 405 84
700 464 43
508 416 41
654 30 34
836 200 98
915 464 95
279 844 64
5 355 67
165 589 39
177 0 77
331 936 54
14 278 24
155 440 91
912 226 54
421 807 61
244 179 28
299 533 48
256 43 71
916 424 4
512 909 93
600 650 86
999 610 82
828 749 82
337 725 67
637 174 100
785 922 35
911 241 75
59 385 39
488 274 23
283 766 60
593 354 51
947 240 65
23 987 76
330 62 59
877 515 81
984 184 76
358 334 54
461 344 64
441 836 97
290 413 71
845 4 30
472 734 16
785 556 25
209 238 63
972 226 8
570 177 46
238 777 15
549 845 86
727 888 5
438 506 96
521 464 45
455 307 32
257 33 1
802 740 33
686 369 51
492 64 23
321 34 32
647 437 97
287 654 51
825 988 47
886 242 100
852 640 27
955 259 91
916 297 79
796 162 24
795 510 46
875 966 36
447 404 25
499 118 66
897 280 37
709 635 100
144 63 79
894 497 21
412 555 56
228 740 27
519 522 4
599 461 6
246 726 85
764 423 41
178 194 88
879 936 33
304 586 87
747 968 47
591 351 46
209 170 6
321 489 78
7 621 63
415 86 2
506 558 19
519 404 65
152 982 88
462 18 8
643 303 77
254 754 21
110 517 79
23 504 7
941 33 38
46 366 8
676 791 27
509 632 67
259 870 49
542 414 8
670 899 85
565 452 61
3 680 97
923 730 94
432 216 10
819 712 99
176 175 55
798 714 41
359 225 36
944 346 11
109 585 43
130 65 50
451 422 90
226 339 43
544 406 8
119 275 20
659 206 67
198 861 56
197 989 44
230 293 55
367 11 41
827 457 48
861 707 80
1 595 82
138 217 43
433 223 15
597 271 90
418 424 10
504 52 5
242 243 12
786 96 48
968 788 50
179 413 13
416 438 48
972 941 6
938 986 24
671 649 35
221 891 40
191 315 36
794 970 94
252 592 99
825 329 78
853 506 79
226 261 93
544 893 26
333 240 69
3 760 30
345 410 41
552 328 34
400 339 26
433 515 71
86 909 29
238 183 93
846 325 79
951 44 47
873 87 96
564 88 97
987 336 5
822 700 48
705 730 57
298 140 56
43 687 38
521 519 8
843 399 79
426 35 3
972 622 57
933 183 46
286 26 5
476 443 7
718 31 28
97 4 26
720 770 30
538 464 23
198 89 59
118 199 30
138 913 2
488 672 8
319 625 12
0 542 79
160 575 38
796 504 92
251 832 52
480 122 13
960 149 10
604 546 79
700 122 81
360 465 9
621 341 45
542 979 34
451 948 59
30 315 74
429 629 82
343 522 41
707 521 39
326 252 64
943 642 67
638 750 20
503 615 13
915 776 44
713 123 85
462 65 67
172 159 19
889 635 27
325 894 88
949 122 84
187 721 33
278 969 1
131 125 46
458 569 23
951 449 5
531 977 57
31 568 90
40 5 72
899 883 96
440 222 32
964 811 72
475 849 16
586 774 16
114 771 20
47 275 48
960 795 86
396 676 7
464 601 42
62 101 34
537 916 56
503 811 71
537 114 19
996 139 32
282 518 57
849 801 96
539 357 21
627 435 60
288 675 64
86 948 37
485 356 1
793 73 76
759 546 27
23 183 9
177 799 28
755 499 65
857 39 33
237 591 72
503 85 15
246 982 41
289 619 20
866 103 31
282 329 45
229 833 75
204 267 37
735 794 99
976 632 52
807 388 88
545 307 89
724 329 46
34 594 76
1 141 94
308 961 58
913 877 100
730 195 25
406 644 66
530 801 11
923 685 86
308 698 78
179 677 78
737 830 49
76 63 1
229 228 99
102 443 61
600 210 16
367 930 38
676 220 51
844 669 34
886 270 28
753 808 58
255 378 69
909 299 19
261 356 26
418 949 68
640 609 98
747 697 90
456 190 11
483 617 75
915 479 74
550 378 90
122 763 32
253 637 11
889 719 39
244 618 19
498 565 96
837 942 87
877 203 19
316 170 22
799 603 7
716 968 36
942 776 74
218 723 71
225 236 95
936 172 31
330 831 11
164 748 39
645 828 96
263 64 47
339 451 25
40 754 23
784 499 45
890 976 80
974 155 51
310 781 40
212 983 56
362 156 5
68 660 69
582 682 57
992 94 7
733 600 44
243 149 5
583 890 61
820 964 46
834 390 49
870 953 5
264 329 39
791 601 1
767 735 64
54 835 40
990 843 28
36 513 25
993 975 78
586 174 85
196 864 29
867 708 30
677 372 64
879 275 36
864 426 70
13 354 64
228 979 37
78 514 20
530 830 20
824 485 83
830 334 58
352 233 79
442 225 2
165 780 93
448 309 6
312 352 73
618 125 60
458 737 77
557 798 21
210 854 57
516 6 37
682 67 61
879 35 31
676 659 46
704 729 70
449 481 24
337 933 23
861 881 65
133 659 82
907 115 21
826 89 50
98 899 42
225 530 29
0 383 89
337 349 3
997 662 45
245 114 85
956 191 73
839 949 63
617 279 63
415 615 69
805 547 70
436 158 25
700 787 46
928 865 90
593 741 28
127 202 84
39 630 21
653 281 75
108 643 33
347 337 5
291 268 3
705 623 72
794 503 32
122 928 25
94 771 80
331 442 60
453 462 12
698 256 51
327 985 70
809 698 42
993 691 76
776 512 78
215 90 63
696 121 43
109 850 98
20 437 54
18 32 1
485 572 95
628 881 88
197 138 21
274 446 9
841 619 71
251 688 76
242 484 93
413 123 22
958 931 4
143 501 69
166 446 64
450 635 7
995 845 37
67 487 92
523 188 10
691 882 59
558 707 19
862 900 11
237 672 77
395 200 7
947 731 68
434 858 3
635 5 70
538 862 47
927 205 16
45 389 82
657 761 81
541 517 46
87 890 33
944 826 31
708 74 58
442 155 80
164 485 96
377 354 97
907 174 66
39 320 27
167 285 46
433 593 95
413 491 56
485 766 40
631 161 9
553 741 56
692 724 1
311 107 100
884 868 26
994 738 28
851 83 28
792 978 81
989 257 61
754 264 40
647 922 94
725 113 5
534 128 95
516 343 73
719 159 98
707 961 66
527 989 3
621 895 2
619 639 84
500 786 19
755 618 96
226 210 97
280 293 68
947 486 66
668 908 5
202 854 87
235 312 8
623 110 83
205 343 26
53 438 73
169 705 3
885 816 81
11 157 10
576 938 11
294 580 71
547 930 10
487 627 65
692 16 41
388 386 65
627 732 71
474 929 71
231 984 5
821 676 59
16 318 41
722 952 79
464 777 99
151 339 40
123 975 60
33 33 91
356 740 42
198 584 13
123 946 90
173 211 31
326 361 89
112 219 19
311 104 21
176 845 51
144 312 15
538 741 19
537 991 56
714 255 32
404 159 52
663 418 74
57 570 2
702 182 21
328 743 15
448 587 8
345 409 81
203 721 70
551 199 90
958 550 52
778 407 61
286 991 14
86 281 69
105 864 36
758 757 5
67 249 67
338 503 60
813 836 86
981 717 21
476 372 77
131 845 33
447 140 7
953 753 32
128 736 60
720 984 71
608 63 58
286 545 79
261 101 13
153 514 47
672 605 71
682 69 32
197 282 93
597 979 4
321 719 40
102 776 34
10 722 34
126 930 39
161 956 92
135 367 71
75 899 84
841 711 19
428 795 47
636 623 62
110 664 76
139 264 27
947 121 44
775 502 23
381 248 82
569 483 44
491 951 90
111 964 17
524 207 56
997 897 11
926 80 52
112 566 40
49 396 19
997 552 51
872 162 42
369 664 21
590 710 86
624 414 17
427 218 40
646 971 54
224 720 58
477 496 54
449 125 54
42 695 78
882 19 23
246 306 58
637 260 7
616 882 41
974 276 84
727 254 100
325 375 72
349 593 53
487 627 5
453 694 10
865 173 45
108 722 90
305 170 14
365 4 84
113 99 69
845 726 8
465 928 22
782 390 3
245 193 82
225 826 21
240 580 60
991 23 45
13 285 10
82 226 51
961 839 49
825 572 50
996 115 3
237 840 70
242 472 42
419 838 95
542 301 15
203 146 20
571 586 61
121 602 54
474 247 17
532 849 47
622 354 58
59 874 14
158 100 23
240 539 12
368 399 97
693 286 15
179 654 58
465 443 29
127 731 65
711 918 79
380 49 83
743 404 97
806 856 29
154 174 91
435 575 82
843 435 32
933 509 3
230 867 61
963 769 57
440 177 15
618 988 46
494 617 91
219 851 43
430 706 92
706 424 79
645 946 62
414 504 37
639 848 8
500 993 30
160 82 8
32 85 55
49 789 21
636 405 54
971 668 22
527 600 77
931 569 6
113 525 39
913 928 29
751 671 5
159 10 100
77 439 43
230 565 50
84 313 12
512 750 41
278 250 99
701 816 22
660 826 1
702 589 84
261 939 41
204 506 65
691 183 81
601 392 29
730 817 87
807 788 31
279 59 63
548 1 31
840 769 65
722 792 9
635 653 59
333 588 96
678 206 36
360 232 87
466 683 41
69 811 41
218 697 45
866 850 76
965 998 39
72 678 40
931 752 71
224 18 38
528 345 20
681 104 3
899 748 64
652 761 27
115 356 26
525 436 32
900 771 76
878 161 67
315 942 48
320 528 14
725 969 95
794 500 72
506 867 31
649 361 6
789 73 43
297 671 80
973 667 24
390 77 71
93 308 69
654 140 82
700 956 3
905 476 39
877 701 60
228 178 67
34 766 68
245 974 34
88 196 4
74 18 76
957 373 4
515 178 39
87 761 26
365 924 45
369 432 53
643 261 41
943 209 49
759 679 58
38 888 51
356 86 96
462 592 93
696 494 18
404 385 39
779 284 36
218 822 35
518 734 48
641 813 78
961 61 32
265 898 41
267 145 82
129 941 17
42 782 85
27 277 49
920 179 27
305 397 83
597 987 9
204 375 43
120 359 3
157 347 86
303 495 17
918 19 92
365 463 94
876 189 18
410 744 15
681 815 75
193 549 37
974 922 17
378 131 41
890 457 15
973 23 87
632 158 96
720 72 85
857 756 86
507 426 65
958 18 41
190 80 63
73 942 61
199 590 31
674 810 39
553 242 47
940 74 89
210 956 95
732 450 90
597 551 19
704 745 44
132 42 22
935 993 74
965 78 28
576 567 25
694 652 39
0 668 65
321 968 43
485 336 62
